pid,ad_title,target_age_group,target_gender,target_mood,target_weather
CLD186696,Teen Girl Heavy Coat,10-18,Female,Sad,cold
RNY195568,Teen Boy Umbrella Simple,10-18,Male,Happy,rainy
CLD145570,Kids Fleece Top,Kids,Male,Happy,cold
RNY266030,Teen Boy Wet Weather Suit,10-18,Male,Happy,rainy
RNY756445,Teen Boy Water Repellent Bag,10-18,Male,neutral,rainy
RNY118415,Teen Girl Wet Weather Bag,10-18,Female,Sad,rainy
RNY227930,Girls Wet Weather Vest,Kids,Female,Angry,rainy
CLD594081,Women's Winter Jacket Premium,40-64,Female,Sad,cold
SNY530897,Men's Linen Shoes,18-39,Male,Sad,sunny
RNY948549,Girls Rain Cover,Kids,Female,neutral,rainy
CLD613753,Women's Beanie Basic,18-39,Female,Angry,cold
CLD335247,Teen Boy Thermal Pants,10-18,Male,Angry,cold
RNY472381,Girls Wet Weather Jacket,Kids,Female,Sad,rainy
CLD824617,Kids Insulated Jacket,Kids,Male,Sad,cold
RNY114302,Kids Waterproof Shirt,Kids,Male,neutral,rainy
CLD878029,Teen Girl Wool Hoodie,10-18,Female,neutral,cold
CLD400385,Women's Fleece Pants,18-39,Female,neutral,cold
CLD491138,Men's Winter Jacket Formal,18-39,Male,neutral,cold
SNY994776,Teen Girl Linen Pants,10-18,Female,Sad,sunny
CLD666672,Kids Thermal Hoodie,Kids,Male,neutral,cold
RNY420064,Senior Men's Water Repellent Shirt,65+,Male,Angry,rainy
RNY181102,Teen Girl Raincoat Elegant,10-18,Female,Happy,rainy
SNY524214,Men's Beach Shirt,40-64,Male,Sad,sunny
RNY275509,Kids Rain Jacket Casual,Kids,Male,Angry,rainy
SNY373421,Teen Girl Beach Shoes,10-18,Female,Angry,sunny
SNY189263,Kids Sun Hat Designer,Kids,Male,Angry,sunny
RNY445320,Teen Boy Rain Jacket Casual,10-18,Male,Angry,rainy
SNY742366,Women's Swimming Vest,40-64,Female,Angry,sunny
CLD370912,Senior Men's Beanie Casual,65+,Male,Angry,cold
CLD766018,Men's Beanie Basic,40-64,Male,Angry,cold
SNY154944,Senior Women's Cotton Top,65+,Female,Happy,sunny
SNY365641,Senior Men's Beach Volleyball Dress,65+,Male,Happy,sunny
SNY598796,Teen Boy Beach Pants,10-18,Male,neutral,sunny
CLD410408,Girls Snow Boots,Kids,Female,neutral,cold
RNY446585,Men's Waterproof Pants,40-64,Male,Angry,rainy
SNY379005,Women's Summer Shirt,40-64,Female,Happy,sunny
SNY535997,Women's Sandals Casual,40-64,Female,Angry,sunny
SNY148759,Teen Girl Tennis Hoodie,10-18,Female,Happy,sunny
SNY172990,Women's Linen Bag,40-64,Female,neutral,sunny
RNY555337,Senior Women's Rain Boots Premium,65+,Female,neutral,rainy
CLD532788,Men's Winter Jacket Classic,18-39,Male,neutral,cold
RNY166660,Teen Girl Water Resistant Hoodie,10-18,Female,neutral,rainy
SNY884490,Men's Cotton Outfit,40-64,Male,Happy,sunny
RNY959675,Women's Wet Weather Dress,40-64,Female,Happy,rainy
SNY651366,Senior Women's Lightweight Shirt,65+,Female,neutral,sunny
RNY659763,Senior Men's Water Resistant Hoodie,65+,Male,neutral,rainy
SNY740195,Senior Women's Linen Dress,65+,Female,neutral,sunny
SNY151310,Teen Girl Lightweight Hoodie,10-18,Female,neutral,sunny
CLD604316,Men's Knit Top,40-64,Male,Sad,cold
SNY384813,Kids Sunglasses Elegant,Kids,Male,Sad,sunny
SNY182760,Women's Beach Volleyball Hoodie,18-39,Female,Happy,sunny
SNY239960,Women's Linen Skirt,40-64,Female,Angry,sunny
SNY723136,Senior Women's Cotton Bag,65+,Female,neutral,sunny
CLD351024,Men's Fleece Jacket,18-39,Male,Sad,cold
SNY456289,Women's Swimming Suit,18-39,Female,neutral,sunny
RNY549733,Senior Men's Umbrella Modern,65+,Male,Sad,rainy
SNY557485,Women's Summer Vest,18-39,Female,neutral,sunny
RNY268106,Teen Girl Splash Pants,10-18,Female,neutral,rainy
CLD325230,Men's Wool Coat,18-39,Male,neutral,cold
RNY688702,Women's Wet Weather Top,18-39,Female,neutral,rainy
SNY305159,Teen Boy Tennis Coat,10-18,Male,Angry,sunny
CLD255733,Women's Snow Boots,18-39,Female,neutral,cold
SNY417430,Women's Sun Hat Classic,18-39,Female,Angry,sunny
CLD874060,Teen Girl Winter Jacket Fashion,10-18,Female,Sad,cold
CLD544434,Teen Boy Beanie Elegant,10-18,Male,Sad,cold
CLD636762,Senior Men's Winter Jacket Modern,65+,Male,neutral,cold
CLD710448,Teen Girl Wool Skirt,10-18,Female,Sad,cold
SNY906360,Teen Boy Tank Top,10-18,Male,Sad,sunny
CLD387348,Girls Down Jacket,Kids,Female,Sad,cold
SNY987386,Teen Girl Sandals Modern,10-18,Female,neutral,sunny
RNY674219,Senior Women's Rain Jacket Modern,65+,Female,Sad,rainy
SNY214928,Men's Sunglasses Premium,40-64,Male,Sad,sunny
RNY956818,Teen Girl Umbrella Formal,10-18,Female,Sad,rainy
CLD182814,Women's Thermal Shoes,18-39,Female,Happy,cold
CLD369309,Girls Wool Shirt,Kids,Female,Sad,cold
RNY782547,Men's Rain Boots Elegant,40-64,Male,Happy,rainy
SNY728820,Kids Swimming Shoes,Kids,Male,Sad,sunny
SNY590785,Men's Sun Hat Designer,40-64,Male,neutral,sunny
SNY422969,Men's Sandals Classic,40-64,Male,neutral,sunny
SNY694191,Teen Girl Beach Top,10-18,Female,Sad,sunny
SNY731792,Women's Cotton Hoodie,18-39,Female,Angry,sunny
CLD739756,Girls Winter Scarf,Kids,Female,Sad,cold
SNY450551,Women's Beach Blazer,18-39,Female,Angry,sunny
SNY897435,Teen Girl Swimming Shoes,10-18,Female,Sad,sunny
CLD998290,Men's Beanie Modern,40-64,Male,neutral,cold
SNY373907,Men's Sunglasses Designer,18-39,Male,Sad,sunny
RNY842828,Teen Girl Wet Weather Shoes,10-18,Female,neutral,rainy
SNY915811,Men's Swimming Shirt,40-64,Male,Sad,sunny
SNY414313,Kids Lightweight Hoodie,Kids,Male,neutral,sunny
RNY356118,Women's Rain Jacket Trendy,18-39,Female,neutral,rainy
RNY624801,Men's Water Resistant Dress,40-64,Male,neutral,rainy
RNY156317,Teen Girl Rain Jacket Premium,10-18,Female,neutral,rainy
SNY792511,Kids Summer Shirt,Kids,Male,Happy,sunny
RNY429201,Teen Girl Rain Boots Modern,10-18,Female,Sad,rainy
SNY921874,Teen Girl Tennis Coat,10-18,Female,Sad,sunny
RNY886402,Men's Wet Weather Suit,40-64,Male,Happy,rainy
RNY657942,Girls Water Resistant Skirt,Kids,Female,Happy,rainy
RNY403869,Girls Rain Jacket Designer,Kids,Female,Angry,rainy
RNY851124,Kids Raincoat Casual,Kids,Male,Happy,rainy
CLD461111,Girls Thermal Pants,Kids,Female,Sad,cold
SNY235765,Senior Women's Sandals Formal,65+,Female,Angry,sunny
SNY531066,Senior Women's Beach Skirt,65+,Female,Happy,sunny
CLD609576,Men's Wool Pants,40-64,Male,Angry,cold
CLD759858,Kids Thermal Pants,Kids,Male,Angry,cold
SNY209812,Girls Sunglasses Sport,Kids,Female,Happy,sunny
RNY396775,Women's Rain Boots Modern,40-64,Female,Sad,rainy
CLD774199,Men's Fleece Top,18-39,Male,Happy,cold
RNY286408,Kids Umbrella Designer,Kids,Male,Angry,rainy
SNY459315,Men's Cotton Skirt,40-64,Male,Angry,sunny
CLD557511,Teen Girl Beanie Classic,10-18,Female,neutral,cold
CLD719427,Men's Parka Designer,40-64,Male,Angry,cold
RNY932487,Men's Raincoat Sport,40-64,Male,Angry,rainy
RNY340734,Teen Girl Waterproof Dress,10-18,Female,neutral,rainy
RNY517859,Men's Storm Jacket,40-64,Male,Angry,rainy
CLD490818,Women's Thermal Outfit,18-39,Female,Happy,cold
RNY293886,Senior Men's Umbrella Sport,65+,Male,Angry,rainy
SNY488968,Teen Boy Beach Volleyball Suit,10-18,Male,neutral,sunny
CLD235945,Girls Sweater Simple,Kids,Female,Angry,cold
RNY885182,Women's Wet Weather Suit,18-39,Female,Happy,rainy
CLD476185,Kids Winter Jacket Modern,Kids,Male,Angry,cold
RNY232040,Men's Water Repellent Outfit,40-64,Male,Happy,rainy
RNY823808,Teen Boy Umbrella Modern,10-18,Male,neutral,rainy
SNY465145,Women's Sun Hat Sport,40-64,Female,Happy,sunny
SNY631553,Men's Lightweight Shirt,18-39,Male,Sad,sunny
RNY980561,Kids Raincoat Trendy,Kids,Male,Sad,rainy
RNY907235,Teen Girl Umbrella Modern,10-18,Female,Sad,rainy
CLD815736,Girls Wool Shirt,Kids,Female,Angry,cold
RNY620473,Kids Raincoat Modern,Kids,Male,neutral,rainy
RNY620797,Girls Raincoat Formal,Kids,Female,neutral,rainy
RNY438392,Senior Women's Water Resistant Skirt,65+,Female,Sad,rainy
RNY234747,Girls Rain Boots Casual,Kids,Female,Sad,rainy
CLD203829,Women's Thermal Skirt,18-39,Female,neutral,cold
RNY783833,Girls Raincoat Trendy,Kids,Female,Angry,rainy
SNY473564,Girls Tennis Pants,Kids,Female,Sad,sunny
CLD305028,Kids Gloves Casual,Kids,Male,Sad,cold
SNY621511,Women's Swimming Coat,40-64,Female,neutral,sunny
RNY623782,Women's Raincoat Designer,40-64,Female,neutral,rainy
SNY409898,Men's Beach Volleyball Hoodie,18-39,Male,Angry,sunny
SNY352792,Kids Sun Hat Modern,Kids,Male,neutral,sunny
RNY727527,Teen Girl Umbrella Formal,10-18,Female,neutral,rainy
CLD194895,Men's Sweater Sport,18-39,Male,Sad,cold
CLD933791,Senior Men's Sweater Classic,65+,Male,Angry,cold
CLD985900,Senior Women's Gloves Sport,65+,Female,Sad,cold
CLD866577,Women's Thermal Pants,40-64,Female,Happy,cold
SNY461083,Senior Women's Lightweight Suit,65+,Female,Sad,sunny
CLD349414,Men's Parka Casual,18-39,Male,Angry,cold
CLD776436,Men's Thermal Skirt,40-64,Male,Sad,cold
SNY522988,Kids Swimming Hoodie,Kids,Male,neutral,sunny
CLD523475,Senior Women's Beanie Premium,65+,Female,Happy,cold
SNY539659,Senior Women's Beach Volleyball Hoodie,65+,Female,neutral,sunny
SNY823769,Teen Girl Beach Volleyball Skirt,10-18,Female,Sad,sunny
CLD352528,Men's Winter Scarf,40-64,Male,neutral,cold
RNY780893,Women's Water Repellent Coat,40-64,Female,neutral,rainy
SNY446337,Teen Boy Beach Hoodie,10-18,Male,Happy,sunny
CLD862387,Women's Winter Jacket Fashion,40-64,Female,Angry,cold
SNY450807,Teen Girl Beach Vest,10-18,Female,neutral,sunny
CLD790496,Teen Girl Gloves Basic,10-18,Female,neutral,cold
SNY859434,Kids Sunglasses Basic,Kids,Male,Happy,sunny
CLD723102,Teen Girl Parka Formal,10-18,Female,Sad,cold
RNY742690,Men's Rubber Boots,40-64,Male,neutral,rainy
SNY943058,Women's Cotton Coat,18-39,Female,Sad,sunny
CLD914720,Senior Men's Insulated Hoodie,65+,Male,Angry,cold
CLD713890,Men's Thermal Hoodie,40-64,Male,Sad,cold
CLD104693,Men's Fleece Outfit,18-39,Male,neutral,cold
CLD272253,Women's Thermal Dress,18-39,Female,Happy,cold
SNY746447,Teen Girl Cotton Hoodie,10-18,Female,Sad,sunny
RNY448246,Girls Waterproof Pants,Kids,Female,Sad,rainy
CLD900749,Teen Boy Winter Boots,10-18,Male,Happy,cold
SNY279581,Teen Girl Lightweight Outfit,10-18,Female,Sad,sunny
CLD697351,Girls Gloves Fashion,Kids,Female,Angry,cold
RNY532306,Women's Waterproof Suit,18-39,Female,neutral,rainy
RNY382054,Senior Women's Raincoat Trendy,65+,Female,Sad,rainy
CLD334519,Women's Sweater Trendy,18-39,Female,neutral,cold
CLD105033,Kids Beanie Modern,Kids,Male,Happy,cold
SNY693015,Girls Swimming Jacket,Kids,Female,Happy,sunny
RNY724422,Teen Boy Wet Weather Suit,10-18,Male,Sad,rainy
SNY748322,Teen Boy Beach Outfit,10-18,Male,neutral,sunny
SNY943706,Teen Girl Sunglasses Designer,10-18,Female,neutral,sunny
RNY453683,Teen Boy Rain Jacket Casual,10-18,Male,Happy,rainy
CLD481900,Men's Fleece Pants,18-39,Male,Happy,cold
RNY766044,Kids Waterproof Blazer,Kids,Male,Angry,rainy
CLD751233,Senior Women's Sweater Simple,65+,Female,Angry,cold
CLD891615,Senior Women's Wool Jacket,65+,Female,Sad,cold
RNY225939,Kids Waterproof Outfit,Kids,Male,Sad,rainy
RNY228098,Teen Girl Rain Jacket Fashion,10-18,Female,Happy,rainy
CLD238764,Teen Boy Thermal Jacket,10-18,Male,Happy,cold
RNY702921,Men's Waterproof Top,40-64,Male,Happy,rainy
SNY130955,Senior Women's Beach Shirt,65+,Female,neutral,sunny
SNY313795,Women's Sun Hat Basic,18-39,Female,Angry,sunny
CLD358121,Men's Knit Jacket,18-39,Male,Happy,cold
RNY278413,Women's Umbrella Classic,18-39,Female,Sad,rainy
RNY103373,Teen Girl Water Resistant Top,10-18,Female,neutral,rainy
SNY168517,Women's Running Shorts,18-39,Female,Happy,sunny
CLD547459,Kids Insulated Coat,Kids,Male,Happy,cold
RNY117058,Women's Waterproof Backpack,40-64,Female,Sad,rainy
CLD837767,Women's Wool Jacket,40-64,Female,Happy,cold
SNY670892,Girls Swimming Coat,Kids,Female,neutral,sunny
CLD273677,Senior Men's Sweater Trendy,65+,Male,neutral,cold
RNY608950,Senior Men's Waterproof Pants,65+,Male,neutral,rainy
RNY975882,Women's Umbrella Casual,40-64,Female,Sad,rainy
RNY562229,Girls Splash Pants,Kids,Female,Happy,rainy
RNY347009,Senior Men's Water Repellent Dress,65+,Male,neutral,rainy
RNY415636,Women's Rain Jacket Premium,40-64,Female,Sad,rainy
SNY226610,Teen Boy Sunglasses Modern,10-18,Male,Angry,sunny
CLD582160,Women's Parka Premium,18-39,Female,Sad,cold
CLD750521,Men's Gloves Simple,40-64,Male,Happy,cold
SNY362874,Girls Beach Volleyball Dress,Kids,Female,Sad,sunny
RNY398350,Senior Men's Raincoat Modern,65+,Male,Happy,rainy
SNY960394,Teen Boy Sunglasses Sport,10-18,Male,neutral,sunny
SNY799276,Teen Boy Linen Suit,10-18,Male,neutral,sunny
CLD953551,Teen Girl Parka Trendy,10-18,Female,Happy,cold
CLD303385,Men's Beanie Casual,40-64,Male,Angry,cold
CLD822294,Senior Women's Insulated Suit,65+,Female,Angry,cold
CLD928849,Women's Gloves Modern,18-39,Female,Angry,cold
CLD694199,Teen Girl Parka Designer,10-18,Female,neutral,cold
SNY917546,Teen Boy Beach Top,10-18,Male,Angry,sunny
SNY265186,Teen Girl Beach Shoes,10-18,Female,Happy,sunny
RNY194926,Senior Men's Water Repellent Pants,65+,Male,Happy,rainy
RNY215676,Men's Water Resistant Vest,40-64,Male,neutral,rainy
CLD515650,Girls Parka Designer,Kids,Female,Sad,cold
CLD756353,Women's Wool Pants,18-39,Female,Happy,cold
RNY777591,Teen Boy Splash Pants,10-18,Male,Angry,rainy
CLD391675,Women's Beanie Trendy,40-64,Female,neutral,cold
SNY621433,Women's Sunglasses Simple,18-39,Female,Sad,sunny
SNY267475,Teen Boy Sandals Sport,10-18,Male,Happy,sunny
CLD412939,Women's Sweater Elegant,40-64,Female,Sad,cold
CLD729928,Senior Men's Thermal Jacket,65+,Male,neutral,cold
RNY553698,Girls Water Resistant Pants,Kids,Female,Angry,rainy
SNY466256,Teen Boy Beach Hoodie,10-18,Male,neutral,sunny
CLD756903,Senior Men's Knit Coat,65+,Male,neutral,cold
CLD103410,Men's Parka Basic,40-64,Male,Angry,cold
RNY305398,Men's Waterproof Shoes,18-39,Male,Angry,rainy
SNY351696,Men's Beach Coat,18-39,Male,Happy,sunny
CLD824788,Teen Girl Gloves Sport,10-18,Female,neutral,cold
CLD484007,Women's Wool Hoodie,18-39,Female,neutral,cold
CLD579575,Girls Snow Boots,Kids,Female,Sad,cold
RNY269696,Senior Men's Rain Boots Premium,65+,Male,Happy,rainy
CLD870281,Women's Wool Bag,18-39,Female,Happy,cold
CLD249560,Teen Girl Beanie Simple,10-18,Female,neutral,cold
CLD946539,Girls Knit Dress,Kids,Female,neutral,cold
RNY919042,Teen Girl Water Repellent Skirt,10-18,Female,Happy,rainy
CLD290786,Men's Winter Jacket Casual,18-39,Male,Sad,cold
SNY937463,Senior Men's Summer Outfit,65+,Male,Sad,sunny
RNY464632,Teen Girl Waterproof Coat,10-18,Female,Happy,rainy
SNY933726,Women's Tennis Pants,18-39,Female,Happy,sunny
CLD400261,Teen Girl Wool Bag,10-18,Female,Angry,cold
CLD685720,Teen Boy Thermal Top,10-18,Male,Happy,cold
CLD519487,Senior Women's Knit Hoodie,65+,Female,Happy,cold
SNY829066,Senior Men's Sunglasses Designer,65+,Male,Sad,sunny
SNY703139,Kids Swimming Bag,Kids,Male,Angry,sunny
CLD105766,Girls Wool Hoodie,Kids,Female,Happy,cold
CLD478256,Women's Parka Basic,40-64,Female,Happy,cold
CLD850644,Teen Girl Winter Jacket Designer,10-18,Female,Happy,cold
SNY683286,Teen Boy Running Shorts,10-18,Male,Sad,sunny
SNY248551,Teen Girl Summer Dress,10-18,Female,neutral,sunny
RNY407908,Men's Water Repellent Shoes,40-64,Male,Angry,rainy
SNY792165,Girls Swimming Bag,Kids,Female,Sad,sunny
RNY288153,Teen Girl Rain Boots Fashion,10-18,Female,Angry,rainy
CLD216271,Women's Knit Pants,40-64,Female,Angry,cold
RNY367934,Kids Rain Jacket Basic,Kids,Male,Happy,rainy
SNY373472,Men's Tennis Top,40-64,Male,Sad,sunny
RNY944318,Women's Rain Jacket Modern,18-39,Female,neutral,rainy
RNY180592,Women's Raincoat Elegant,18-39,Female,Angry,rainy
RNY326753,Teen Boy Water Resistant Dress,10-18,Male,Happy,rainy
RNY561105,Kids Rain Boots Fashion,Kids,Male,Angry,rainy
CLD157111,Teen Girl Parka Sport,10-18,Female,Happy,cold
SNY668011,Men's Beach Volleyball Bag,40-64,Male,Happy,sunny
SNY985874,Senior Men's Sunglasses Simple,65+,Male,neutral,sunny
RNY888992,Women's Rubber Boots,40-64,Female,Happy,rainy
CLD599024,Teen Girl Winter Jacket Modern,10-18,Female,Angry,cold
SNY120145,Kids Beach Volleyball Suit,Kids,Male,Happy,sunny
SNY594312,Men's Sandals Designer,18-39,Male,Angry,sunny
SNY380658,Kids Tennis Pants,Kids,Male,Angry,sunny
RNY801874,Women's Wet Weather Coat,18-39,Female,Angry,rainy
RNY725170,Girls Waterproof Skirt,Kids,Female,Sad,rainy
RNY733043,Men's Rain Boots Designer,18-39,Male,neutral,rainy
CLD721428,Senior Women's Beanie Simple,65+,Female,Sad,cold
CLD252555,Senior Men's Knit Dress,65+,Male,neutral,cold
RNY762831,Teen Boy Water Resistant Jacket,10-18,Male,Sad,rainy
SNY460317,Senior Women's Beach Dress,65+,Female,Happy,sunny
SNY346184,Men's Summer Suit,18-39,Male,Sad,sunny
SNY856729,Girls Lightweight Dress,Kids,Female,neutral,sunny
SNY331145,Women's Linen Skirt,18-39,Female,neutral,sunny
SNY912915,Men's Tennis Dress,18-39,Male,Angry,sunny
SNY381607,Women's Running Shorts,40-64,Female,Angry,sunny
SNY635167,Senior Women's Cycling Jersey,65+,Female,Happy,sunny
SNY649855,Teen Boy Summer Top,10-18,Male,neutral,sunny
RNY675123,Kids Water Resistant Blazer,Kids,Male,Happy,rainy
CLD897222,Girls Thermal Suit,Kids,Female,Sad,cold
SNY778540,Senior Men's Summer Outfit,65+,Male,Happy,sunny
RNY871801,Kids Water Resistant Skirt,Kids,Male,Sad,rainy
RNY929122,Girls Rain Boots Modern,Kids,Female,Angry,rainy
RNY491622,Men's Water Repellent Hoodie,18-39,Male,Happy,rainy
CLD386007,Teen Girl Heavy Coat,10-18,Female,neutral,cold
SNY601508,Men's Swimming Vest,40-64,Male,Angry,sunny
RNY449840,Women's Umbrella Modern,40-64,Female,Happy,rainy
SNY471106,Women's Summer Pants,40-64,Female,Happy,sunny
CLD589149,Women's Sweater Premium,40-64,Female,neutral,cold
CLD332994,Senior Men's Insulated Blazer,65+,Male,Angry,cold
SNY467428,Women's Linen Bag,40-64,Female,Angry,sunny
RNY524483,Senior Men's Umbrella Trendy,65+,Male,Angry,rainy
SNY684194,Kids Sun Hat Classic,Kids,Male,neutral,sunny
CLD690851,Men's Fleece Jacket,18-39,Male,Angry,cold
CLD564018,Teen Boy Beanie Casual,10-18,Male,Sad,cold
SNY559561,Men's Linen Blazer,18-39,Male,neutral,sunny
CLD311219,Women's Knit Shirt,18-39,Female,neutral,cold
SNY417735,Kids Lightweight Top,Kids,Male,Angry,sunny
CLD164524,Women's Winter Boots,40-64,Female,Angry,cold
CLD848336,Teen Boy Fleece Blazer,10-18,Male,Angry,cold
RNY869903,Women's Umbrella Designer,40-64,Female,neutral,rainy
CLD884829,Kids Gloves Elegant,Kids,Male,Sad,cold
SNY110068,Senior Men's Lightweight Suit,65+,Male,neutral,sunny
CLD380937,Teen Boy Thermal Dress,10-18,Male,Sad,cold
CLD738708,Girls Gloves Trendy,Kids,Female,Sad,cold
SNY999508,Men's Summer Shirt,18-39,Male,Sad,sunny
RNY338963,Women's Water Resistant Shirt,40-64,Female,Happy,rainy
RNY972872,Teen Boy Wet Weather Bag,10-18,Male,neutral,rainy
SNY849398,Women's Beach Shoes,18-39,Female,Happy,sunny
SNY999138,Men's Cycling Jersey,40-64,Male,Angry,sunny
RNY939374,Women's Rain Boots Simple,18-39,Female,Sad,rainy
RNY467635,Men's Water Resistant Coat,18-39,Male,Angry,rainy
RNY391048,Women's Waterproof Blazer,18-39,Female,neutral,rainy
CLD507272,Kids Thermal Bag,Kids,Male,neutral,cold
CLD483404,Men's Parka Simple,18-39,Male,Happy,cold
CLD103405,Women's Down Jacket,40-64,Female,Angry,cold
RNY211038,Men's Waterproof Coat,18-39,Male,Angry,rainy
SNY330222,Kids Swimming Hoodie,Kids,Male,Happy,sunny
SNY243030,Teen Girl Sun Hat Fashion,10-18,Female,Angry,sunny
SNY213034,Senior Women's Summer Suit,65+,Female,neutral,sunny
SNY280016,Women's Summer Vest,18-39,Female,Sad,sunny
CLD701514,Men's Parka Sport,18-39,Male,neutral,cold
SNY688866,Men's Tank Top,18-39,Male,Happy,sunny
RNY215708,Senior Men's Rain Boots Modern,65+,Male,Sad,rainy
SNY622084,Women's Lightweight Blazer,40-64,Female,Angry,sunny
CLD327709,Girls Winter Jacket Casual,Kids,Female,neutral,cold
RNY312943,Teen Girl Umbrella Casual,10-18,Female,Angry,rainy
CLD816521,Teen Girl Beanie Casual,10-18,Female,Happy,cold
CLD559491,Senior Women's Parka Classic,65+,Female,Angry,cold
CLD280763,Women's Snow Boots,40-64,Female,Happy,cold
CLD925567,Women's Snow Boots,40-64,Female,neutral,cold
CLD930502,Senior Women's Fleece Outfit,65+,Female,Angry,cold
RNY874706,Women's Galoshes,18-39,Female,Angry,rainy
CLD671435,Teen Boy Winter Jacket Classic,10-18,Male,Angry,cold
CLD523430,Kids Sweater Formal,Kids,Male,Happy,cold
CLD291694,Women's Beanie Casual,18-39,Female,neutral,cold
CLD772103,Men's Wool Pants,18-39,Male,Angry,cold
CLD701807,Girls Winter Jacket Simple,Kids,Female,Angry,cold
RNY621364,Senior Women's Water Resistant Coat,65+,Female,Happy,rainy
RNY827054,Senior Women's Waterproof Backpack,65+,Female,Sad,rainy
CLD332604,Women's Winter Jacket Modern,40-64,Female,neutral,cold
RNY820389,Kids Water Repellent Hoodie,Kids,Male,Angry,rainy
CLD346470,Senior Women's Thermal Pants,65+,Female,Happy,cold
RNY673209,Senior Women's Water Resistant Blazer,65+,Female,Happy,rainy
SNY112818,Men's Tennis Shoes,18-39,Male,neutral,sunny
RNY537502,Men's Water Resistant Hoodie,18-39,Male,Angry,rainy
SNY925250,Teen Boy Sunglasses Sport,10-18,Male,Happy,sunny
SNY681804,Men's Lightweight Bag,40-64,Male,Happy,sunny
RNY459245,Women's Water Resistant Shirt,18-39,Female,Sad,rainy
SNY418992,Kids Tennis Blazer,Kids,Male,Angry,sunny
CLD509720,Teen Boy Fleece Blazer,10-18,Male,Happy,cold
CLD899431,Men's Thermal Pants,18-39,Male,Angry,cold
SNY386544,Men's Summer Dress,40-64,Male,Sad,sunny
RNY802429,Women's Waterproof Dress,40-64,Female,neutral,rainy
RNY638433,Women's Wet Weather Outfit,18-39,Female,neutral,rainy
CLD198304,Senior Men's Beanie Classic,65+,Male,Happy,cold
SNY663356,Senior Men's Beach Dress,65+,Male,Sad,sunny
SNY566532,Men's Swimming Outfit,18-39,Male,Sad,sunny
SNY253557,Women's Linen Pants,18-39,Female,Angry,sunny
CLD753427,Senior Men's Gloves Casual,65+,Male,Happy,cold
CLD501211,Women's Wool Outfit,18-39,Female,Angry,cold
SNY919506,Teen Girl Sandals Sport,10-18,Female,neutral,sunny
SNY798249,Teen Boy Swimming Suit,10-18,Male,neutral,sunny
